agency_id,agency_business_entity_name,client_name
76,Kreab Gavin Anderson (Australia) Ltd,Australian Pork Limited (APL)
76,Kreab Gavin Anderson (Australia) Ltd,Australian Home Heating Association
76,Kreab Gavin Anderson (Australia) Ltd,National Association of Steel-Framed Housing (NASH)
76,Kreab Gavin Anderson (Australia) Ltd,Olympus Solutions
76,Kreab Gavin Anderson (Australia) Ltd,Dropbox Australia
76,Kreab Gavin Anderson (Australia) Ltd,Intel Security
76,Kreab Gavin Anderson (Australia) Ltd,Cancer Drugs Alliance
76,Kreab Gavin Anderson (Australia) Ltd,Red Dust Role Models
76,Kreab Gavin Anderson (Australia) Ltd,Coal Reuse
465,LATAF CONSULTING ,Australian African Mining Industry Group
465,LATAF CONSULTING ,Paydirt Media
519,Lawrence Media Services Pty Ltd,Campbell Scholtens Pty Ltd
519,Lawrence Media Services Pty Ltd,V.O.I.C.C.E.
570,Leaderboard Pty Ltd,Datacom Systems Pty Ltd
4,Leisure SolutionsÂ®,Ecotourism Australia Ltd (Geotourism Forum)
223,Leonie M. Short,Australian Council of Social Service
223,Leonie M. Short,Public Health Association of Australia
223,Leonie M. Short,Australian Dental and Oral Health Therapists Association
223,Leonie M. Short,DRUG ARM Australasia
223,Leonie M. Short,Central Queensland University
223,Leonie M. Short,College of Oral Health Academics
223,Leonie M. Short,Australian Dental and Oral Health Therapists' Association Queensland Branch
223,Leonie M. Short,Friends of the ABC
223,Leonie M. Short,Australian Hand Therapy Association Inc
223,Leonie M. Short,Australasian Council of Dental Schools 
188,LESL Services Pty Ltd,Minter Ellison Lawyers
188,LESL Services Pty Ltd,The Gut Foundation (Pro Bono)
188,LESL Services Pty Ltd,RA Corporation Pty Ltd
188,LESL Services Pty Ltd,Recoveries and Reconstruction (Aust) Pty Ltd
204,Lighthouse Communications Group Pty Ltd,Clarius Group
204,Lighthouse Communications Group Pty Ltd,oOH!media
204,Lighthouse Communications Group Pty Ltd,AWDTECH PTY LTD
204,Lighthouse Communications Group Pty Ltd,Redkite
529,Lobbying Australia Pty Ltd,EzyVault Pty Ltd
529,Lobbying Australia Pty Ltd,Manuka Business Association
566,London Agency Pty Ltd,Pathology Awareness Australia Ltd
13,LOPAC Consulting Pty Limited,Deschamps et Fils
13,LOPAC Consulting Pty Limited,Kongsberg Defence Systems
13,LOPAC Consulting Pty Limited,Kongsberg Maritime
13,LOPAC Consulting Pty Limited,Supacat Ltd
13,LOPAC Consulting Pty Limited,Hughes Network Systems
13,LOPAC Consulting Pty Limited,Kongsberg Dynamic Systems
13,LOPAC Consulting Pty Limited,PRONAL S A
13,LOPAC Consulting Pty Limited,FORCIT DEFENCE
258,Lyndon George Pty Ltd,Thales Australia
258,Lyndon George Pty Ltd,Thoroughbred Breeders Australia
258,Lyndon George Pty Ltd,Thoroughbred Breeders NSW Ltd
258,Lyndon George Pty Ltd,Hunter Thoroughbred Breeders Association
80,MacGregor Public Relations,Pearl Consortium
80,MacGregor Public Relations,Cubic Transportation Systems
119,Macquarie Group Limited,Macquarie Pastoral Fund
578,Making The World A Better Place Pty Ltd,Hear and Say Centre
578,Making The World A Better Place Pty Ltd,Phoenix Eagle
578,Making The World A Better Place Pty Ltd,BPO Outfit Australia
578,Making The World A Better Place Pty Ltd,FairGo4All
578,Making The World A Better Place Pty Ltd,Global Projects Group Australia
578,Making The World A Better Place Pty Ltd,Pacific International Hospital
245,Marketing Elements Pty Ltd,Domestic Violence NSW
245,Marketing Elements Pty Ltd,National Child Protection Alliance
187,Marlow Communications Pty Ltd,Altona Energy
187,Marlow Communications Pty Ltd,Archer Exploration Limited
187,Marlow Communications Pty Ltd,District Council of Coober Pedy
187,Marlow Communications Pty Ltd,Civil Contractors Federation (SA)
425,Maser Defence Pty Ltd,Cobham Antenna Systems
179,McGrane-Fitzgerald Unit Trust,Rural & Regional Promotions Pty Ltd
179,McGrane-Fitzgerald Unit Trust,Deflecta Crete Seals ABN 84068618931
201,Media Affairs,Technique Solar Group
201,Media Affairs,Ausker Group
201,Media Affairs,Norwood Hall Asia Group
201,Media Affairs,JPG
201,Media Affairs,Manco Recruiters
201,Media Affairs,JPC International
201,Media Affairs,Zouki Group
201,Media Affairs,FTTH Asia Pacific Council
201,Media Affairs,Senko Pty Ltd
201,Media Affairs,Green Power Solutions
201,Media Affairs,CLM Group
201,Media Affairs,enernoc
201,Media Affairs,cambridge weight plan
201,Media Affairs,eco guardian
201,Media Affairs,onj cancer foundation
201,Media Affairs,The Brady Group
201,Media Affairs,Taxi Industry Stakeholders Victoria
201,Media Affairs,Energy Efficiency Council of Australia
201,Media Affairs,Coach Craft 
201,Media Affairs,Recovery Foundation
201,Media Affairs,Superior Cabs
201,Media Affairs,Benitec Biopharma
201,Media Affairs,CheckUp Australia
201,Media Affairs,Caravan Industry Association of Victoria
684,Medina Capital,Qatar Airways
132,Megan Anwyl,Seadrill
132,Megan Anwyl,Citic Pacific Mining Management
132,Megan Anwyl,Extension Hill Pty Ltd
132,Megan Anwyl,Crystal Exploration and Production Company (Nassau) Limited
132,Megan Anwyl,Skywest Airlines Pty Ltd
132,Megan Anwyl,Atlas Iron Ltd
132,Megan Anwyl,CBus Property
132,Megan Anwyl,Mirvac Pty Ltd
132,Megan Anwyl,Magnetite Network
132,Megan Anwyl,Youth Affairs Council WA
132,Megan Anwyl,Gindalbie Metals Ltd
132,Megan Anwyl,Grange Resources Ltd
132,Megan Anwyl,Iron Ore Holdings
132,Megan Anwyl,Braemar Iron Alliance
132,Megan Anwyl,Crosslands
132,Megan Anwyl,Alinta Energy
132,Megan Anwyl,RPM Project Management 
132,Megan Anwyl,NG Media
132,Megan Anwyl,Malya Yutturingu
132,Megan Anwyl,Shire of Ashburton
132,Megan Anwyl,Quintiq Pty Ltd
132,Megan Anwyl,Norwest Energy NL
132,Megan Anwyl,BC Iron
452,Michael Johnson Associates Pty Limited,Arrium Limited
444,Michael Megaw,Aislinn Studios 905 Reen Road Gidgegannup WA 6083
444,Michael Megaw,Coogee Chemicals Pty Ltd
444,Michael Megaw,The Australian Sailor Pty Ltd ACN 140488651 PO Box 643 Wembley WA 6913
577,MILNER STRATEGIC SERVICES PTY LTD & NEXT LEVEL HOLDINGS PTY LTD,Venture Minerals
577,MILNER STRATEGIC SERVICES PTY LTD & NEXT LEVEL HOLDINGS PTY LTD,Adani Mining Pty Ltd
577,MILNER STRATEGIC SERVICES PTY LTD & NEXT LEVEL HOLDINGS PTY LTD,AWX Pty Ltd
577,MILNER STRATEGIC SERVICES PTY LTD & NEXT LEVEL HOLDINGS PTY LTD,Linfox Proprietary Limited
577,MILNER STRATEGIC SERVICES PTY LTD & NEXT LEVEL HOLDINGS PTY LTD,CSC Australia Pty Ltd
577,MILNER STRATEGIC SERVICES PTY LTD & NEXT LEVEL HOLDINGS PTY LTD,Gas Energy Australia
577,MILNER STRATEGIC SERVICES PTY LTD & NEXT LEVEL HOLDINGS PTY LTD,Johnson and Johnson Pty Ltd
577,MILNER STRATEGIC SERVICES PTY LTD & NEXT LEVEL HOLDINGS PTY LTD,BOC Limited
577,MILNER STRATEGIC SERVICES PTY LTD & NEXT LEVEL HOLDINGS PTY LTD,Careers Australia Group Limited
356,Mr John Kindler,Pratt and Whitney Military Engines
677,Naylor Phillip Gordon,Mortgage and Finance Association of Australia
229,Nayton Communication Pty Ltd,WA Onshore Gas group
229,Nayton Communication Pty Ltd,Potash West Ltd
229,Nayton Communication Pty Ltd,Australian Petroleum Production and Exploration Association Limited
229,Nayton Communication Pty Ltd,Broome International Airport Ltd
229,Nayton Communication Pty Ltd,Tian Poh Resources 
447,NETTALP Pty Ltd,NetApp Australia
447,NETTALP Pty Ltd,Arcitecta
565,Newgate Communications Pty Limited,Clontarf Foundation
565,Newgate Communications Pty Limited,Sydney Swans Ltd
565,Newgate Communications Pty Limited,The Trustee for Diversified Infrastructure Trust
565,Newgate Communications Pty Limited,Coalpac Pty Ltd
565,Newgate Communications Pty Limited,Google Australia Pty Ltd
565,Newgate Communications Pty Limited,Australian Airports Association
565,Newgate Communications Pty Limited,Whitehaven Coal Limited
565,Newgate Communications Pty Limited,Australia Post
565,Newgate Communications Pty Limited,Lenovo (Australia and New Zealand) Pty Ltd
565,Newgate Communications Pty Limited,Graincorp Operations Limited
565,Newgate Communications Pty Limited,Inspire Foundation
565,Newgate Communications Pty Limited,Royal Flying Doctor Service of Australia
565,Newgate Communications Pty Limited,Outdoor Media Association
565,Newgate Communications Pty Limited,Australian Pork Limited
565,Newgate Communications Pty Limited,National Farmers Federation
565,Newgate Communications Pty Limited,Tatts Group Limited
565,Newgate Communications Pty Limited,Sydney Airport Corporation Limited
565,Newgate Communications Pty Limited,Australian Private Equity  Venture Capital Association Limited
565,Newgate Communications Pty Limited,Vodafone Australia Pty Limited
565,Newgate Communications Pty Limited,Mondelez Australia Pty Ltd
565,Newgate Communications Pty Limited,Wilmar Sugar Australia Limited
565,Newgate Communications Pty Limited,Uber
565,Newgate Communications Pty Limited,Carnival Australia
429,NTEC Australia Pty. Ltd.,Huawei Technologies Co. LTD.
3,Oceanic Solutions Pty Ltd,Navantia
3,Oceanic Solutions Pty Ltd,Eca Robotics
86,Ogilvy PR Health,Merck Serono
86,Ogilvy PR Health,Genzyme
86,Ogilvy PR Health,Celgene
86,Ogilvy PR Health,Bristol-Myers Squibb
86,Ogilvy PR Health,Research Australia
86,Ogilvy PR Health,Australian Pompeâs Association
86,Ogilvy PR Health,Australian Diabetes Council
86,Ogilvy PR Health,CSL Limited
86,Ogilvy PR Health,CSL Biotherapies
86,Ogilvy PR Health,Eli Lilly Australia
86,Ogilvy PR Health,Rare Voices Australia
86,Ogilvy PR Health,3M Australia
86,Ogilvy PR Health,Australian Association of Pathology Practices
86,Ogilvy PR Health,Garvan Research Foundation
86,Ogilvy PR Health,Fitness First
86,Ogilvy PR Health,Johnson and Johnson Medical
86,Ogilvy PR Health,Philips Healthcare
144,"O'MALLEY, Susanne Patricia",Carl Zeiss Pty Ltd
144,"O'MALLEY, Susanne Patricia",MUH Operations No. 2 Limited
632,One Degree Advisory,Edith Cowan University
670,Open Spectrum Pty Ltd,Australian Mobile Telecommunications Association
427,Owen International Pty Ltd,Cobham Tactical Communications and Surveillance
427,Owen International Pty Ltd,Avon Protection
427,Owen International Pty Ltd,L3 Communications Corporation Warrior Systems Division Insight Technology
427,Owen International Pty Ltd,Airborne Systems Ltd
427,Owen International Pty Ltd,WFEL Limited
427,Owen International Pty Ltd,Esterline Defense Technologies
427,Owen International Pty Ltd,Aeronautical and General Instruments Ltd
427,Owen International Pty Ltd,NBC Group
598,Oxley International,Papua New Guinea Forest Industries Association (Inc)
72,Parker & Partners Pty Ltd,Bell Shakespeare
72,Parker & Partners Pty Ltd,Dubai Holdings
72,Parker & Partners Pty Ltd,CSL Limited
72,Parker & Partners Pty Ltd,Telstra
72,Parker & Partners Pty Ltd,Emirates Hotels & Resorts
72,Parker & Partners Pty Ltd,Emirates Airline
72,Parker & Partners Pty Ltd,Nestle
72,Parker & Partners Pty Ltd,STW Group Ltd
72,Parker & Partners Pty Ltd,Australian Institute of Company Directors
72,Parker & Partners Pty Ltd,Emirates Group
72,Parker & Partners Pty Ltd,WPP plc
72,Parker & Partners Pty Ltd,Children's Medical Research Institute
72,Parker & Partners Pty Ltd,The Jean Hailes Foundation
72,Parker & Partners Pty Ltd,AstraZeneca
72,Parker & Partners Pty Ltd,Vale Australia
72,Parker & Partners Pty Ltd,Conference of Asia Pacific Express Carriers
72,Parker & Partners Pty Ltd,Australian Olive Oil Association
72,Parker & Partners Pty Ltd,Biogen Idec Australia 
72,Parker & Partners Pty Ltd,DuPont
72,Parker & Partners Pty Ltd,REST Industry Super
72,Parker & Partners Pty Ltd,Australian Veterinary Association
72,Parker & Partners Pty Ltd,Council of Private Higher Education
72,Parker & Partners Pty Ltd,Grain Growers Limited
72,Parker & Partners Pty Ltd,AIA Australia
72,Parker & Partners Pty Ltd,AuScope Limited
72,Parker & Partners Pty Ltd,Lung Foundation Australia
72,Parker & Partners Pty Ltd,Palliative Care Australia Incorporated
72,Parker & Partners Pty Ltd,Microsoft Pty Ltd
72,Parker & Partners Pty Ltd,BioCSL (Australia) Pty Ltd
72,Parker & Partners Pty Ltd,Teva Pharmaceutical Industries LTD
72,Parker & Partners Pty Ltd,PHILIPS ELECTRONICS AUSTRALIA LIMITED
72,Parker & Partners Pty Ltd,Netflix Australia Pty Ltd
304,Patrick Russell Consulting Pty Ltd,Small to Medium Enterprise Australia
304,Patrick Russell Consulting Pty Ltd,Australian Marine Alliance
304,Patrick Russell Consulting Pty Ltd,Australian Marine Engine Council
304,Patrick Russell Consulting Pty Ltd,Outboard Engine Association of Australia
304,Patrick Russell Consulting Pty Ltd,Lease 65
298,Pavilion Consulting Pty Ltd,Genea
298,Pavilion Consulting Pty Ltd,Australasian Lymphology Association
298,Pavilion Consulting Pty Ltd,International Lymphoedema Framework Australia
298,Pavilion Consulting Pty Ltd,Lymphoedema Action Alliance
619,Plum White Consulting,Rare Cancers Australia
619,Plum White Consulting,Cancer Drugs Alliance
546,Policy Australia Pty Ltd,Australian Digital Alliance
546,Policy Australia Pty Ltd,Netflix
219,Policy Solutions Group Pty Ltd,HDY
219,Policy Solutions Group Pty Ltd,Assistive Technology Suppliers Australasia
219,Policy Solutions Group Pty Ltd,Intuit
573,Politic Political Advisors,Bower Group Asia
318,Porter Novelli Australia Pty Ltd,HVP Plantations
318,Porter Novelli Australia Pty Ltd,General Mills Australia
516,Premier State Consulting Pty Ltd,Australian Hotels Association (NSW)
516,Premier State Consulting Pty Ltd,Employers Mutual Limited
516,Premier State Consulting Pty Ltd,Merivale Group (Hemmes Trading Pty Ltd)
516,Premier State Consulting Pty Ltd,PricewaterhouseCoopers Australia Limited
516,Premier State Consulting Pty Ltd,Suncorp Group Limited
516,Premier State Consulting Pty Ltd,Transfield Services (Australia) Pty Ltd
516,Premier State Consulting Pty Ltd,Young Menâs Christian Association of Sydney
516,Premier State Consulting Pty Ltd,Echo Entertainment Group Limited
516,Premier State Consulting Pty Ltd,Mounties Group
516,Premier State Consulting Pty Ltd,Amalgamated Holdings Limited
516,Premier State Consulting Pty Ltd,Gloucester Resources Limited
220,Primary Communication Pty Ltd,The Butterfly Foundation
220,Primary Communication Pty Ltd,Scouts Australia
220,Primary Communication Pty Ltd,National Eating Disorders Collaboration
220,Primary Communication Pty Ltd,Delta Electricity Renewable Project
220,Primary Communication Pty Ltd,Gas Industry Alliance
220,Primary Communication Pty Ltd,Education Testing Service
220,Primary Communication Pty Ltd,Hunter Institute of Mental Health
220,Primary Communication Pty Ltd,Elgas
220,Primary Communication Pty Ltd,National Catholic Education Commission
220,Primary Communication Pty Ltd,Belinda Mason Photography Pty Ltd
220,Primary Communication Pty Ltd,Council of International Students Australia
220,Primary Communication Pty Ltd,Mental Health Commission of NSW
220,Primary Communication Pty Ltd,Reachout.com
220,Primary Communication Pty Ltd,BOC Limited
631,Primary Policy Partners,Elliott Holdings Australia T/A Ellwaste
631,Primary Policy Partners,MyJet Aviation Pty Ltd
631,Primary Policy Partners,Chris Richards Group Pty Ltd
631,Primary Policy Partners,Cohuna Aviation Club Inc
631,Primary Policy Partners,WILLIAMSON ASSOCIATES RECOVERY AND TRADING SERVICES
631,Primary Policy Partners,HTT CORPORATION
283,Probity International Pty. Ltd,Elbit
283,Probity International Pty. Ltd,Intech Strategies
622,Profile Consulting (Aust) Pty Ltd,ATEC Rail Group
622,Profile Consulting (Aust) Pty Ltd,CSC Australia
622,Profile Consulting (Aust) Pty Ltd,Derwent Executive
622,Profile Consulting (Aust) Pty Ltd,Grocon Pty Ltd
622,Profile Consulting (Aust) Pty Ltd,Hobart International Airport
622,Profile Consulting (Aust) Pty Ltd,Herbert Smith Freehills
622,Profile Consulting (Aust) Pty Ltd,Hydro Tasmania
622,Profile Consulting (Aust) Pty Ltd,Macquarie Group Limited
622,Profile Consulting (Aust) Pty Ltd,Metcash Trading Limited
622,Profile Consulting (Aust) Pty Ltd,PPB Advisory 
622,Profile Consulting (Aust) Pty Ltd,MaximusSolutions Australia
622,Profile Consulting (Aust) Pty Ltd,PEXA
622,Profile Consulting (Aust) Pty Ltd,Smartgroup Corporation
127,PRX Unit Trust,Jetstar
127,PRX Unit Trust,State Library of Victoria
127,PRX Unit Trust,Carlton Football Club
127,PRX Unit Trust,St Kevin's College
127,PRX Unit Trust,Hawthorn Resources Limited
127,PRX Unit Trust,Caterpillar
127,PRX Unit Trust,Plenary Group
127,PRX Unit Trust,Intralot Australia
127,PRX Unit Trust,Maxxia
127,PRX Unit Trust,J P Downey  and Co
127,PRX Unit Trust,Cardel Pty Ltd
127,PRX Unit Trust,A Gas
127,PRX Unit Trust,BrainLink Services
127,PRX Unit Trust,Nexia Australia
127,PRX Unit Trust,AXF Group
127,PRX Unit Trust,HWD Australia
127,PRX Unit Trust,Kmart Australia
127,PRX Unit Trust,Tyresmart Australia Pty Ltd
127,PRX Unit Trust,Sunshine Groupe
127,PRX Unit Trust,Apply Direct
127,PRX Unit Trust,Jamieson Coote Bonds
127,PRX Unit Trust,Australian Jumping Racing Association
127,PRX Unit Trust,TWUSUPER
127,PRX Unit Trust,Trenerry Property Group
127,PRX Unit Trust,Mission Australia
127,PRX Unit Trust,Edge Loyalty
127,PRX Unit Trust,Placer Property
89,Public Affairs Network Pty Ltd,Campbell Arnott's
68,Public Policy Solutions Pty Ltd,Res Publica Pty Ltd
68,Public Policy Solutions Pty Ltd,Telstra
68,Public Policy Solutions Pty Ltd,Ecotechnol
68,Public Policy Solutions Pty Ltd,Nine Entertainment Company
68,Public Policy Solutions Pty Ltd,corporate carbon advisory pty ltd
242,Purple Communications Australia Pty Ltd,Energy and Minerals Australia
242,Purple Communications Australia Pty Ltd,Rey Resources
242,Purple Communications Australia Pty Ltd,City of Melville
242,Purple Communications Australia Pty Ltd,WA Independent Power Association Inc 
242,Purple Communications Australia Pty Ltd,Northern Minerals 
242,Purple Communications Australia Pty Ltd,Medibank Private 
242,Purple Communications Australia Pty Ltd,FEX
242,Purple Communications Australia Pty Ltd,Fortescue Metals Group
242,Purple Communications Australia Pty Ltd,Bunge 
242,Purple Communications Australia Pty Ltd,International Mining for Development Centre
242,Purple Communications Australia Pty Ltd,Indigenous Construction Resource Group Pty Ltd (ICRG)
242,Purple Communications Australia Pty Ltd,BC Iron Ltd
242,Purple Communications Australia Pty Ltd,URS Australia Pty Ltd
242,Purple Communications Australia Pty Ltd,Metals X
242,Purple Communications Australia Pty Ltd,Mercer Outsourcing (Australia) PTY LTD 
242,Purple Communications Australia Pty Ltd,Australia China Business Council
242,Purple Communications Australia Pty Ltd,The Salvation Army
242,Purple Communications Australia Pty Ltd,Doray Minerals Limited
242,Purple Communications Australia Pty Ltd,Northern Star Resources
242,Purple Communications Australia Pty Ltd,Norton Gold Fields
242,Purple Communications Australia Pty Ltd,Regis Resources
242,Purple Communications Australia Pty Ltd,Silver Lake Resources
242,Purple Communications Australia Pty Ltd,St Barbara Limited
242,Purple Communications Australia Pty Ltd,Phoenix Gold Pty Ltd
242,Purple Communications Australia Pty Ltd,Gold Fields Australia Pty Limited
242,Purple Communications Australia Pty Ltd,Millennium Minerals Limited
242,Purple Communications Australia Pty Ltd,Ramelius Resources Limited
242,Purple Communications Australia Pty Ltd,Providence Housing
446,R A Neilson and M Salmon,Garry and Marilyn Nicholas
446,R A Neilson and M Salmon,TravelManagers Australia Pty Ltd
492,Rachael Sweeney ,Regional Capitals Australia 
492,Rachael Sweeney ,Victorian Wine Industry Association Inc (Wine Victoria)
492,Rachael Sweeney ,Inner South Metropolitan Mayors Forum
14,Ranicar and Nicholls Consulting,Intercorp Pty Limited
14,Ranicar and Nicholls Consulting,Blue Glue Pty Ltd
14,Ranicar and Nicholls Consulting,Acacia Research Pty Ltd
14,Ranicar and Nicholls Consulting,DSIT Solutions Ltd
563,"Reith, Peter Keaston",Bechtel Management Company Ltd
563,"Reith, Peter Keaston",G4S Custodial Services Pty Ltd
91,REPUBLIC Consulting,Lions Australia
91,REPUBLIC Consulting,Travelscene
91,REPUBLIC Consulting,Stella Travel Services
91,REPUBLIC Consulting,Insead
91,REPUBLIC Consulting,American Express
24,Repute Communications and Associates Pty Ltd,RichmondPRA
24,Repute Communications and Associates Pty Ltd,FARSTAD SHIPPING (INDIAN PACIFIC) PTY. LTD
98,Res Publica Pty Ltd,The Australian Private Equity & Venture Capital Association (AVCAL)
98,Res Publica Pty Ltd,Plenary Group Australia
98,Res Publica Pty Ltd,Fitness Australia
98,Res Publica Pty Ltd,SpinalCure Australia
98,Res Publica Pty Ltd,Cosmetic Physicians Society of Australasia (CPSA)
98,Res Publica Pty Ltd,Australian Association of National Advertisers (AANA)
98,Res Publica Pty Ltd,Unilever
98,Res Publica Pty Ltd,Coalition for Advancement of Medical Research Australia
98,Res Publica Pty Ltd,Zuffa Australia LLC (Ultimate Fighting Championship)
98,Res Publica Pty Ltd,Lion 
497,Resolution Junction,Wavlink Incorporated
497,Resolution Junction,Monash Mens Shed
497,Resolution Junction,Richmond Cricket Club Inc
587,Richard Gilbert Corporate Advisory Pty Ltd,Perpetual Ltd
587,Richard Gilbert Corporate Advisory Pty Ltd,Energy Industries Superannuation Scheme Pty Ltd
587,Richard Gilbert Corporate Advisory Pty Ltd,Rule of Law Institute of Australia Inc
587,Richard Gilbert Corporate Advisory Pty Ltd,National Australia Bank Limited
587,Richard Gilbert Corporate Advisory Pty Ltd,Speed and Stracey Lawyers
35,Richardson Coutts,Merck Serono Australia Pty Ltd
35,Richardson Coutts,Intergraph
35,Richardson Coutts,Boveri Defence Systems
35,Richardson Coutts,McKinsey and Company
35,Richardson Coutts,Jagermeister
35,Richardson Coutts,Royal Caribbean Line Australia
35,Richardson Coutts,Brookfield Infrastructure Group
35,Richardson Coutts,FIPRA
35,Richardson Coutts,Anglo American
35,Richardson Coutts,Optus
35,Richardson Coutts,Law In Order
35,Richardson Coutts,Sydney Marine Sand
35,Richardson Coutts,Firebird Management LLC
35,Richardson Coutts,Goodman
35,Richardson Coutts,The Institute of Patent and Trade Mark Attorneys of Australia
35,Richardson Coutts,Moorebank Intermodal Company
35,Richardson Coutts,Allocate Software
35,Richardson Coutts,NuCoal Resources Ltd
35,Richardson Coutts,Johnny Warren Football Foundation of New South Wales Limited
35,Richardson Coutts,Seafish Tasmania Pty Ltd
35,Richardson Coutts,Australian Communications Exchange
35,Richardson Coutts,Uber Australia Pty Ltd
35,Richardson Coutts,Spotless Group Holdings Limited
35,Richardson Coutts,Sustain Community Housing
35,Richardson Coutts,Clovis Capital Company
35,Richardson Coutts,TrueNorth Advantage
35,Richardson Coutts,Atanaskovic Hartnell
35,Richardson Coutts,Goals A and N
35,Richardson Coutts,Partners in Performance
44,Richglen Holdings Pty Ltd,Muscular Dystrophy Australia
395,Right Angle Business Services Pty Ltd,Australian Solar Group Limited
395,Right Angle Business Services Pty Ltd,Eastern Iron Limited
395,Right Angle Business Services Pty Ltd,The University Of Adelaide 
395,Right Angle Business Services Pty Ltd,Solar Juice Pty Ltd
395,Right Angle Business Services Pty Ltd, Trina Solar Australia Pty Ltd 
395,Right Angle Business Services Pty Ltd,SOLARGAIN Pty Ltd
395,Right Angle Business Services Pty Ltd,Canadian Solar (Australia) Pty Ltd
395,Right Angle Business Services Pty Ltd,Yingli Green Energy Australia Pty Ltd
395,Right Angle Business Services Pty Ltd,Senvion Australia Pty Ltd
395,Right Angle Business Services Pty Ltd,Arts Access Australia
395,Right Angle Business Services Pty Ltd,Australian Geothermal Energy Association
527,Robert J.L. Hawke & Associates Pty Ltd,Australia Sinofortune International Investment (Group) Pty Ltd (ACN 152 954 679)
527,Robert J.L. Hawke & Associates Pty Ltd,Kimberley Agricultural Investment Pty Ltd (ACN 154 270 194)
67,Roland William Manning,Batchelor Institute of Indigenous Tertiary Education
67,Roland William Manning,Charles Darwin UniversityPharmacy Discipline
67,Roland William Manning,Daruma Enterprises Pty Ltd
669,Royce Communications Pty Ltd,Basslink
669,Royce Communications Pty Ltd,Steritech
669,Royce Communications Pty Ltd,Optometry Australia
669,Royce Communications Pty Ltd,Symbion Pharmacy Services
669,Royce Communications Pty Ltd,Belgravia Leisure
607,Sand Technology Aust P/L,Serpentine Jarrahdale Council 
607,Sand Technology Aust P/L,Western Refrigeration 74
227,SAS Consulting Group Pty Ltd,Prysmian Cables & Systems Australia
227,SAS Consulting Group Pty Ltd,ERM Power Pty Ltd
227,SAS Consulting Group Pty Ltd,SEQ Catchments
227,SAS Consulting Group Pty Ltd,ECA Master Electricians
227,SAS Consulting Group Pty Ltd,Shenhua Watermark 
227,SAS Consulting Group Pty Ltd,BUSY at Work
227,SAS Consulting Group Pty Ltd,Lives Lived Well
227,SAS Consulting Group Pty Ltd,Services Trades Queensland (STQ)
227,SAS Consulting Group Pty Ltd,Cochlear Limited
227,SAS Consulting Group Pty Ltd,Indue Ltd
227,SAS Consulting Group Pty Ltd,Consolidated Contracting Company Australia Pty Ltd
227,SAS Consulting Group Pty Ltd,Groundworks Australia Pty. Ltd.
227,SAS Consulting Group Pty Ltd,MAX Solutions
227,SAS Consulting Group Pty Ltd,Wanda Ridong (Gold Coast) Development Pty Ltd
486,SCG Advisory Pty Ltd,Linfox Australia Pty Ltd
486,SCG Advisory Pty Ltd,DollarsDirect
486,SCG Advisory Pty Ltd,Space Systems/Loral
167,Scott & Beaumont Pty Ltd,ConnectLand Pty Ltd; Koppers Australia
167,Scott & Beaumont Pty Ltd,WSLloyd
143,Sefiani Communications Group,St George Bank
143,Sefiani Communications Group,Special Olympics Australia
143,Sefiani Communications Group,Western Sydney Institute
143,Sefiani Communications Group,The Hospitals Contribution Fund of Australia (HCF)
143,Sefiani Communications Group,Pink Hope Community Limited
143,Sefiani Communications Group,Teachers Mutual Bank
676,Sesimic Asia Pacific Pty Ltd,L3 Klein Associates
676,Sesimic Asia Pacific Pty Ltd,Norbit
676,Sesimic Asia Pacific Pty Ltd,Teledyne Reson
676,Sesimic Asia Pacific Pty Ltd,Knudsen
676,Sesimic Asia Pacific Pty Ltd,Applanix
171,Shac Communications Pty Ltd ATF The Shac Trust,Habitat Early Learning
171,Shac Communications Pty Ltd ATF The Shac Trust,MiiHome Now International Pty Ltd
171,Shac Communications Pty Ltd ATF The Shac Trust,Global Road Technology Operations Pty Ltd
171,Shac Communications Pty Ltd ATF The Shac Trust,ASF Group
171,Shac Communications Pty Ltd ATF The Shac Trust,Brisbane Roar Football Club
171,Shac Communications Pty Ltd ATF The Shac Trust,Body Science International
171,Shac Communications Pty Ltd ATF The Shac Trust,MiiGroup Holdings Pty Ltd
171,Shac Communications Pty Ltd ATF The Shac Trust,ATCO Structures and Logistics 
171,Shac Communications Pty Ltd ATF The Shac Trust,Wanda Ridong (Gold Coast) Development Pty Ltd
171,Shac Communications Pty Ltd ATF The Shac Trust,Devcorp 
681,Simeon Duncan,Intuit Inc.
681,Simeon Duncan,Intuit Australia
82,Socom Pty Ltd,Gippsland Local Government Network
82,Socom Pty Ltd,The Interface Councils
82,Socom Pty Ltd,Australian Golf Industry Council
82,Socom Pty Ltd,South East Melbourne Councils 
82,Socom Pty Ltd,Central Recyclers
82,Socom Pty Ltd,Sustainable Farms Pty Ltd
225,SPIER CONSULTING P/L,KOUNDOURIS GROUP
225,SPIER CONSULTING P/L,NSW NEWSAGENTS
225,SPIER CONSULTING P/L,AHA
225,SPIER CONSULTING P/L,MANILDRA GROUP
225,SPIER CONSULTING P/L,AUSTRALIAN NEWSAGENTS FEDERATION
660,Sporting Manangement Concepts,Tennis Australia
660,Sporting Manangement Concepts,West Coast Eagles
660,Sporting Manangement Concepts,Geelong Football Club
239,Sports Hydrant Pty Ltd,AMP
